timestamp(ms),GPS[0].Lat,GPS[0].Lng,BARO[0].AltAMSL,ARSP[0].Airspeed,GPS[0].Spd,CTUN.As
533201.0611260935,527806106,-7087646,177.11541748046875,14.392868041992188,15.786001205444336,13.734333038330078
533301.0611260935,527805976,-7088058,177.3797607421875,14.609711647033691,15.668001174926758,13.935161590576172
533401.0611260935,527805976,-7088058,177.78176879882812,14.352568626403809,15.668001174926758,14.14090633392334
533501.0611260935,527805846,-7088469,178.06813049316406,14.271620750427246,15.65000057220459,14.20473575592041
533601.0611260935,527805846,-7088469,178.07638549804688,14.358331680297852,15.65000057220459,14.224834442138672
533701.0611260935,527805719,-7088884,178.29116821289062,14.236788749694824,15.771000862121582,14.2650146484375
533801.0611260935,527805719,-7088884,178.06813049316406,14.230977058410645,15.771000862121582,14.256552696228027
533901.0611260935,527805593,-7089301,177.4871368408203,14.020079612731934,15.643000602722168,14.248885154724121
534001.0611260935,527805593,-7089301,176.82354736328125,14.149333953857422,15.643000602722168,14.180630683898926
534101.0611260935,527805466,-7089715,176.41879272460938,14.387118339538574,15.734001159667969,14.171248435974121
534201.0611260935,527805466,-7089715,176.0112762451172,14.392868041992188,15.734001159667969,14.236352920532227
534301.0611260935,527805332,-7090132,175.81027221679688,13.76394271850586,16.1560001373291,14.283487319946289
534401.0611260935,527805332,-7090132,175.76071166992188,13.667413711547852,16.1560001373291,14.129630088806152
534501.0611260935,527805190,-7090550,175.88186645507812,13.249319076538086,16.20800018310547,13.992568969726562
534601.0611260935,527805190,-7090550,175.65606689453125,13.635590553283691,16.20800018310547,13.773805618286133
534701.0611260935,527805045,-7090958,175.69737243652344,13.658326148986816,15.746000289916992,13.732487678527832
534801.0611260935,527805045,-7090958,175.59825134277344,14.049561500549316,15.746000289916992,13.710280418395996
